song,text
"Michael Jackson_Man In The Mirror","bottle message kind mirror clearer love realize world know enough top way close want change home summer somebody heart yeah look follow right winter willow life disregard go soul man stop ya dream favorite ta starting real hoo time scarred today blowing move collar pretending victim take one blind could pattern deeply brother turn lift got wind need difference feel nowhere make really kid get gon loan alone eat asking coat na stand let see chime place mind good street oh broken selfish nickel better"
"Westlife_I Wanna Grow Old With You","die spent love sharing tonight risk know everything come wonder apart remains mile baby time na longer u pass burning smile looking something grow much bad eye without cause old stay wan another clear strong thousand mean lying day right make believe take stronger hurt along thing go arm"
"Rihanna_Shut Up And Drive","saying game would sunroof speed ai worry keeping stop know come zero machine hood start top curve qualified supersonics waiting ride cool light drive baby like whole na chorus shot let driver engine watch inside handle looking got think sixty ferrari sorry lot cause boom wish shut play sure run point wan three lead cadillac need boy look feel key smoother class huh mean ready gangster back explode night five limousine get go step one fine"
"Westlife_Difference In Me","could happiness touch secret tonight world know used close standing away real fade want never chorus let see hello something sound skin silence eye say yeah missed difference look feel oh tell doorstep anyone strip knowing voice ok go"
"Lady Gaga_Boys Boys Boys","saw hot lost roll heard sugar together car love forget crazy know dramatic hey sneaker disco hairspray bleacher morning get buy like rock real baby electronic drink want chorus twice bar denim u pop let see lipstick mixed watch think ferrari psychotic lot bad leg heart dj left loose call egg special glitter buddy party boy dance glamaphonic retro taste oh make really forever killer ashtray go show"
"Coldplay_All Your Friends","told side come open become sythe ride river away taken thrown flow sunset cut forced home friend red poppy grow ten call suset radio fire fly corn blow go"
"Linkin Park_I Have Not Begun","kind pissed law keep vocab know rankin gang butternife letter pucka fresh buggin track way bomb gettin close expect hatin grows two mega chance mess son everybody givin column ppv pig block since cash think year eye notion easter egg stretcher fakin holla look dance roamed follow taste sake npc right funny money go might carry askin cuttin still line full gun fix note stop ya takin done slap wonder dumpin runnin hook ta path nation chop pride realest light real sittin whole time even vote mpc inside rap plate soft begun wan body slim bat news bacon back laugh nothin take ama around locked killin one show lost romat game doin maybe blade mtv tank followin machine turn reality fall sketch as razor well snap ewl got squash makin woopin approach fake none say shell crack railroad sink pain already alcoholic gas mike repeat really kid get courtroom gon past playin hot stuttering tongue check foundation come choke layin tabooie via numb number low start fund half summin getchu like finished pair pyrochlast consume na let face police sound ten neck waitin sketcha new place mind three rhyme people pressure bet stoppin good pokin tell crew robutussin style try mom protect joke fun hard"
"Michael Jackson_SFTS SFTS","door would remedy relly ya slow rather queen standing walkin away compromise beein want never next na let believing see change walk say goodbye sure stay wan mind feel thought oh girl ready right make take really rain gift go case"
"Justin Bieber_Runaway Love","hit blind running would trying love stop little know giving enough low nobody standing get expect away cool baby time want never even mine let u see home whatcha find sweet face must searching say front always yeah stay company going another need road oh give high runaway really steal help man"
"Rihanna_Watch And Learn","bed sleep eh would love ai lip aimed touch stop ya come shy turn way making like baby mouth want even lipstick learn floor watch except face much kiss imma cause say drop tel stay ask need put look first la till mean tell oh please back make leave take thing couch case show"
"Michael Jackson_Cinderella Stay Awhile","kind true disappear bring love sunbeam awhile know tale endure start loving dear fall like cinderella fairy magic smile fear sweet near sing coming speak angel sure princess stay slipper going og pure please fit lookin around go one fairytale"
"Celine Dion_If Only You Could See Me Now","foolish room crowded could would love freedom bring trying touch keep alone heals walked come star flame know moving john warmth died chain away pride light like mile long time distant never together missing see ago tear inside smile every looking yesterday bridge fight laughed afanasieff heart stranger lonely enemy goodbye hold moon undone known easy bettis silent free empty throw sail feel scar day warned hear memory back walter night hoping forever dark gain eternity break nothing one faster past"
"Linkin Park_Leave Out All The Rest","learned reason wrong beating would perfect forget keep rest know come asking done way someone taken time want chorus never dreamed missing save leaving well cared behind inside fear listen surface shed dreaming cause forgetting scared missed feeling else afraid empty strong pretending resent memory neither leave hurt hide woke help one"
"Rihanna_Say It","running chest spend know shy wide steady buggin way waiting away shoot want secrecy tryin eye goodbye easy look talking hear right might go secret ya permanently dancing standing pride whenever chorus emotion something mutual soon wan happened wit take loud hiding could hand maybe open kinda baby together find whine say hold honest uh clear need put feel boy make night thing get fight door playin deepest gone heaven like next na see face waitin stay feeling mind going wild tightly bet worth first thought oh mean tell blow hide"
"Lady Gaga_Super Lover","hot bottle scene burn catch eh trying love jut cmon ai super black radar ya staring know care alone ooh tattoo living dancing turn later gonne secretly blue queen lover clothes push baby ohhs time na pant let leaving champaigne role think designer notice sun direction mass fake imma dj ohh spinning foot flip hold cuz attention fire table plating put shoe end craving look prove oh girl glass playing back make right take beta get go gon beat"
"Justin Bieber_This Dream Is Too Good","bed picture car downtown star dream candlelight want let mall see every think dreaming cause wake movie shopping fast good thought taking asleep please go night spree"
"Westlife_Thank You","gave true shakin god wishing love lip touch keep around usually know come world open everything one meant wide fall although waiting like time want never together lifetime save see well le smile got yesterday came much kiss eye cause say imagine goodbye left foot yeah sure feeling levitating feel ordinary good oh sucker till girl day high back believe sleeping along thank kissing style surprise six may ground co still"
"Lady Gaga_Summer Boy","bed somewhere lost green checking guy maybe alone crazy around little poppin hey gon start top fun ride close as drive baby time na chorus boyfriend mine let happy never busy home hurry change sad got sun sometimes much glisten summer coming ive eye yes yeah wake might run mind going fast boy bikini pretending oh martini nowhere cover glass girl taking take nice get go fight alright heel still"
"Justin Bieber_Forever","last shake trying love hint maybe little spend know come best way town remain seen starting like someone building baby time na want together never u live pretend cross inside something think found got sun treat eye cause say speak early late stay wan mind going feeling everyday holla feel look forward good getting girl tell mean sidelike take hide night guess life forever get go fight one fine better"
"Justin Bieber_Bigger","tooth reason would young picture love ai yard little know whoa enough rid ta pushover like swear shine baby next stand stayed dreamed let u since big got still yesterday kiss heart hug ever bigger remember playground small hater put player look edle wow street school class oh bully stroll lane believe take pillowcase fairytale seesaw"
"Michael Jackson_Carousel","disappointment lost pony would love knew world instant little know carousel recall child started disappeared cry dancer piece ride away imagination two ran chance want work mine see clown still today confusion face sometimes came heart laughing crowd left remember circus kept people walking different talking girl hear calling dime memory took candy popcorn"
"Justin Bieber_Mark My Words","reason heard trying could verse way away fade na chorus let u live rekindle every got say ever lose mark falling wan oh give word ama trust lie show"
"Coldplay_Green Eyes","hope green could wanted know come ooh rock shine stand talk never lighter since honey find met think float must came much eye without anybody tried understand yeah sea mind feel spotlight load deny go anyone upon one"
"Celine Dion_Misled","learned scene wrong head love ai knew average spend crime used loving dissed way lover time never mystery well think leaf much somebody say early seriously goodbye survive might forgiven misled lovin mind easy another movin worth page thought oh rhythm tell conviction history go take commits guess five ignore nine sign one hard"
"Rihanna_FourFiveSeconds","hope talkin heard would could ai kanye little tonight know enough optimist ooh verse mornin positive wondering west friday apologize jail buy pride swear taken bail time want chorus trash bout home thinkin shining see got think drunk bridge weakness sun wildin somebody spaz cause say wish sale hold yeah reckless understand mind kindness fourfiveseconds three rihanna thousand called tell day back make pay selfish tryna go monday woke try get might promise"
"Celine Dion_I Love You Goodbye","lie kind hope would could love better know crime cry goin way someone baby willing want never work leaving tear find inside something hardest much someday heart say wish goodbye always soul understand stay need oh give make leave go really forever hurt kindest deep thing needing one promise"
"Rihanna_Pon De Replay","wantin replay shake bring hand ceiling bass ya come slow hey done sneaker low turn goin til groove okay two rock dip time want chorus even everybody let see floor well sun wind gal pon dj song moon say foot run yeah move speaker music mind put dance feel lem de give tell hear please ready back rockin club becomes ama get go one beat show"
"Taylor Swift_Enchanted","saw wishing love tonight spend know wide way waiting two secrecy lingering home somebody eye across echo story end sparkling shifting counter wall vacancy playful go tired line room would note pacing wonder dancing forth laughter question quick smile soon enchanting struck passing else name page till please back flawless around open awake someone held faking praying say lonely old insincerity make night forever door knew alone hey start enchanted vanished wondering whispered like forcing let see leaving met blushing face place kept silhouette remark first thought word meet conversation"
"Westlife_Solitaire","hope lost saying game would went love hand keeping little everywhere indifference command town died chorus never pretend cared every silence smoke heart within lonely play without always easy end solitaire road playing take life around go unchecked man"
"Justin Bieber_Recovery","hope learned lie reason sleep trying problem perfect around changing know ya alone holdin cry used sayin grant way close away like far chance time livid never na missing u see second find inside face successful eye cause say recovery left hold season caused pushed wan going ended else fast distance feel trial matter first acknowledge thought error good intention nowhere pray nothing give right make pay nothin broken night tryna life back really ama get motion trust learning"
"Celine Dion_Just Walk Away","door gave would love forget know though cry turn fall apart way strength died close away long cried never lived let see regret tear since loved find met got made must walk laughed heart say goodbye left hold else need moment feel may day back take broken life around go nothing one show"
"Celine Dion_A World To Believe In","gave hope lost wasted love world hears know sorrow yet unsung faith dream paradise many seems way seen drift away light shine hatred far whole fade chorus see home tear live bridge sweet sun heartache much made say fleeting song always left hold soul vain feeling darkness moment feel strong pain helpless back make believe word take broken leave life felt go one rise promise"
"Westlife_Imaginary Diva","last versace heard create lady would could replace car perfect love guy world forget come dream start erase seen close imagination shine bar exclusive real time fantasize fancy ring size u pass imaginary diva every listen classy comparing bad eye fizz fixing outfit place yeah diamond late call attitude teach need look good thought called girl please join amazing shirt tucking deny believe night thing tie life take sipping get help visa vip"
"Michael Jackson_Girlfriend","could love better doin woo know letter etc hoo na chorus boyfriend mine denied never let inside exactly wind girlfriend yeah late need feel free oh tell night savin may go gon show"
"Lady Gaga_Future Love","somewhere punch brain hard future could would love brunette minute guy world reboot rubber star one come lunar metal dear eclipsed ship eyeliner constellation buy sex baby far na want never synthetic feelin unreal home hello think face hunk plastic mannequin heart cause eye moon place stuck yeah run wan workin honest clear mechanical equation different blond lease space engineering rocket oh mascara girl nostradamas playing back make outer nice meet take card hair shooting get help galaxy gon cute man"
"Linkin Park_Numb","expecting lost would fallen becoming failing know everything numb apart like holding someone want faithless chorus see second aware le every disappointed surface mistake much smothering front lose feeling another put shoe pressure walking feel tightly afraid end thought may control undertow right take waste caught become step tired"
"Eagles_The Girl From Yesterday","door phone said wrong could maybe walked know come became dream cry way waiting close plane away teardrop long light someone far cried stayed never home sad yesterday window bad someday across tried packed land heart goodbye coming say understand always sea yeah returning drove pain talking girl right back memory really hurt thing took foreign count deep might hard"
"Michael Jackson_Give Thanks To Allah","full love star khalikhone hua power thanks sustainer creater givin iman razikhone ghefor kolli moon allah hold mohsinin khadir creator whahoa sheiin oh give allahu el day please ala sistainer believe take prays rahim one shaitan yuhibo"
"Michael Jackson_I Want You Back '98","daddy gordy love shit world know started track many rob chance fade want never happy jack since stardom think much walk heart crowd record goodbye loose yeah grab look yo hell girl right money took intro fee life go carry arm catch rebooked hit triple wrong mj ya slow star done tito joyful mama berry california real far whole time even chorus puff following sometimes use stain late wan music bunch school day please history back take gots around versachi one motown show stepped blind game damn brotha jermain living pretty jackson someone baby tear singin bad remix say old sleepless nah party need boy put feel background skywriter remixed jukebox make slide mike night gon lay sugar trying shorties everbody black joy bangin come pd chair darlin like long marlon rock stand na let see picked owes second live honey every sound face made came without new always mind people rhyme good first street oh mean give tell ground blowin pearl"
"Coldplay_How You See The World No.2","heard running hand bit tin world worry black little know ooh packaged sliced coat wrapped many seems nobody market get trench long two like anything time want na let missing learn change see clown trapped something sometimes contraband much complicated say circle careful ever scared wan shrink sense put throat invade control give hear right make believe word hurt listening around gon man"
"Michael Jackson_2000 Watts","hot volt ohm hit lady speed note stop bass dolby juice everything watt enough fuse compact low highpost chico feedback hundred two real want chorus flow stereo eight much shorty careful play say deal steelo release press peak three reach need feel strong treble rotate thousand control tell high make really blown go overload"
"Michael Jackson_Don't Walk Away","said love forget stop set know everything though dream done cry way close away long time want chorus even let u see find smile every walk tried eye say cause left always understand stay going losing free pain tell girl pray begin day right take stronger thing broken go try get knee nothing one"
"Linkin Park_Given Up","somewhere wrong head god know care fuck worst away like sweat never chorus sick misery looking fucking given say stuck place enemy wake scared hyperventilate feeling disgrace another somehow put feel thought tell day focused escape suffocating leave take laid waste help prepared nothing one"
"Linkin Park_H! Vltg3","saw kink whoever jones diggin chest head shit voltage spy performed risk transmitted verse nano blast many infinite theology bomb track extremely brace away shoulder want never convention iu u psychology since proceed stick rage unforgettable chord bringin educed microphone stone cage sing tried eye copy walk swallow run point skill space calculated rhythm type glass highway hear wall clorousos might break promise line ferocious twist shake telepath rat shinoda band bring postage note backbone tin side takin flaw compact cry jammin forth human making pencil win bone scratched surround cork knowledge sometimes collagen spraying ever plea subliminals integrated fire bygone spell glance stomp road obstacle hybrid high day subliminal bounce vics linkin cast icon around show crate men blessin sixteen hand lip collide technicolor ghostly blood plan piano tactic accomplice lobotomy inanimate race hologram flow trait haunt satisfied ment akira say land pistol withtelekanetic mastered attention molecule need put double bolding park invented spitting make mike dimension thing ovum kid knee throughtime devouring scene ruby guantlett blah impressionist start instrumentalist third bullshit roving verbally pick like comin official bot helix stand reduction let missile painting big see mic karaoke every sound made threat mass leg without numerology livin youmc write song cause fat state bright rah another rhyme buckle hate krylon mean leave cell try clone monkey ease moved gangrene man"
"Taylor Swift_Breathe","playin hope lost wanted tragedy bring hand ai little know one start fall way kinda away like two drive time na never chorus work save u feelin see change sad every clean face friend sometimes sorry none killing without tried say music mind movie wan easy breathe ending people end break swerve thought road oh simple back bump really thing hurt around go nothing gon"
"Celine Dion_I Hate You Then I Love You","die whatever gone wrong would could bring love set impossible alone crazy know yet cry rather chain away like long drive want never let live sad treat soon without mad hold run put free empty matter strong hate high laugh make anyone leave right life try around break fight bound"
"Lady Gaga_Hollywood","mirror sixteen could bill obsession world know best though amorous condition poison commodity religion superstar battered hollywood like talk never let change listen got year without within naturally new celebrity yeah scared vision sure woman losing sickest look hollywoodlike ugly liver hell reflection oh tell girl quite thing model ambition deep beauty get commercially"
"Coldplay_Poor Me","nearer went love know come cry ahhhh na let see floating float sun always understand undone sea poor oh hear oooh opportunity try gon"
"Westlife_I'm Already There","share phone said daddy heard room sunshine shadow miss love thousand lip worry touch little tonight know dream turn moonlight apart close away prayer light darling mile time chorus cold wherever home tear imaginary shining whisper got sound friend wind came wipe eye coming say lonely laughing wish kiss heart mind alright beside look end feel background first called ill road oh lying hear may arm gently back right make fingertip take hotel thing really kid voice hair around already ground one beat"
"Lady Gaga_Oh Well","werent youve wanted love everbody know everything ya hey enough cry term hole na everybody work mine never u learn change well find got made friend grow lot tried ever wan mind strong worth oh drowned deny word hurt loss couldve go gon man"
"Taylor Swift_A Perfectly Good Heart","would love maybe realized fall apart way seen unbroken away na chorus tear writing anymore read walk eye heart say perfectly wan sense distance matter break good first scar wall make believe back take get sign one still"
"Taylor Swift_White Horse","catch lost mirror wanted went love ai hand world disappearing around know come whoa tale dream gon forth many town honestly hollywood holding like someone baby chance time na never naive sweep let happy well big fairy view stupid find actually got face paced sorry mistake treat drag eye someday say horse angel foot princess always late begging small might lead need ending rear oh girl day forgiveness back white really believed stairwell upper try known knee fight one fairytale dreamer"
"Michael Jackson_How Is Life Going To Be","full running god would could sin world know enough child heee living used way decide flower never planing live see animal smile think face sun understand yeah forgive going angry people lord noticed oh right make go really thing life around kill fun"
"Rihanna_Tide Is High","phone kind family world rest trophy know letter steady way queen wife chance want everybody never tryin box walk aint hound business yo girl hear life king roll would bring cryin piece lover holding time even use play ever call fling paper name high nothin voice related around one could rim ai pretty married someone ring friend lot say left woman put boy artist visit thing get nothing gon kardinal hunt little come like push dog na see tide front place skyscraper mind rihanna people bos good give numba leave offishall chick"
"Celine Dion_Je Ne Vous Oublie Pas","chang paie oublie si alors tout tendresse fais jamais f et vie amour bonheur prix loigner juste histoire premier choix vous moi me continue que sont en parce mon sans pa avec perdu sourit comme tant dire notre bout blesse parfois non le ne creux venus dans route mettre au no je savez ce cage absence envy doute se quelle pour pu mais terre voyage mot la te de chirures partagent peut ou nous temp soit quelques"
"Lady Gaga_Sometimes","dry love worry cowboy keep know everything slow enough pretty become moving way safe ride boot blame cool baby question babe happy explain tear lift sidewalk something every today yesterday sometimes trip cause pull say foot yeah feeling ask uh fast put afraid feel need good oh girl hear back make word anyway get go ground proved"
"Justin Bieber_Thinking About You","hope daily love crazy know top away mess never choice thinkin think found much year kiss eye yeah moment girl anywhere right bawl go arm still promise true roll room wrong southern guy usually stop excuse ya dancing california far time chorus rap tight smith treat scared wan coz ithink day oooh justin voice around show miss heard could ai bieber bawling ooh tornado plane baby flew well tear say hold fly boy thinking ahead really forever arizona thing night get nothing gon gone jaden come pick like long na let see second every made came bottom people royce class teacher tell justlive rain fun man"
"Justin Bieber_Can't Get You Off My Mind.","saying miss gone notget picture love itall know cry verse sayin talkto long hangin parent time chorus let anymore every came part much laughing aretogether nothave yeah dead relationship mind losin first girl knowwhat day woahhhh wall messed night life guess get go fine"
"Celine Dion_Always Be Your Girl","wayward lost shadow true sleep sleeve love world little everything come child fall way piece close finally melt picking like light prayer greatest baby time together work holding wrap save since anymore freezing listen found lullaby searching eye wish imagine always new wake drop connected breathe lead fly boy put button already dig first follow oh girl day send right make back took life try deep rain heartbeat one hard better"
"Celine Dion_I Drove All Night","straight sleep room beating could love maybe world keep open cruel wide apart way long dying u cold burning crept inside sticky think sweet city dreaming kiss heart yeah fever move falling feeling drove matter first called ahead road taste nothing hear era escape right make night woke dark get go arm one"
"Coldplay_Birds","sleep said warring underground fearless love world keep come cruel start standing ray close away light holding someone cool want never thunder fool let mystery together see noise flare rage got fear guilty think dreaming eye riot say raise stay falling corner gold uh put need moment bird people studying free key fly mean escape make million word go night loud guess voice rain geography around flying take nothing one better"
"Lady Gaga_Bloody Mary","said gone head hand love kill come jesus pontius cry michelangelo top amor veux religion furied pa art like na together mourir throne cold see crucify ne toute carve stone je heart gaga mary dead mi forgive da rewrite seule dance dum paris prove may oh tell bloody liberdad history ready aggro mountain repeat thing king upon gon wait still"
"Eagles_Bitter Creek","hit last told blind doo young ai know one peyote runnin show unsure weep win son time cure want na race creek see find mm tryin face walk tried cause sky old desert wade scold ill oh road steal right meet hide money try bitter deep go gon wait man"
"Linkin Park_Forgotten","world perpetual suggestion top moving sunset floor float sun eye sky shut crumpled round end core spot escape right go rise rusted picture bring cock stop pours shock down piece light holding far question chorus darkness pollution paper dripping till back link screaming around caught rot drawn creep acidic act perfect open care pretend middle find looking forgotten got wind manifested forcefully telling dark defend wheel gone sends flood ups little power safety chain lamp like taken rust see burning behind sound bottom place concrete small dust tightly street thought memory rain ease"
"Linkin Park_Heroin Song","line week reason breaking stearing scary world best know giving decision choose illness apart association student as away like far never shouted possible see fear guilty face mistake eye heart outside song angel left run always falling else sense look end matter heroin class follow tell back right make hide repeat try go nothing hard show"
"Coldplay_Lhuna","quietly touch alone know come effortlessly flown suffering far time smell let home hello simultaneously much dreaming anybody lhuna else need taste oh hear sleeping help"
"Taylor Swift_Our Last Night","hope car spent world tonight indian swimming air away never view loved harold think sunlight sun sing taylor yeah called chase life maude moonlight promise last room would band star lake meant doctor favorite pulled standing holding backwards writing ever remember spoken falling movie happened name day pane one saying could hand collide poet dusty alive waking seminar window fly played nobel faded night thing nothing gon gave told whatever knew waving ezra like na singing face made swift cause song always angel drove empty tore oh cover calling better"
"Linkin Park_One Step Closer","saying said ignorance room disappear could closer little everything verse hook way seems away like chorus answer anymore le find say wish shut bliss breathe sense need clear thought talking hear make word take edge go anyway break step nothing one"
"Rihanna_Fool In Love","wrong trying love adores perfect little know proud enough monster denial mama safe get papa far hole willing fan mine fool let see bask stupid danger smile got found eye heart say hold run soul stay judge understands biggest glory somehow look feel ashamed till quite tell girl turned make right flawless hurt guess may man"
"Celine Dion_Forget Me Not","door separate gone belong love forget set keep know asking sweetest one cryin dream wonder safe rock long light baby time surely let u see blink warm middle standin find think got every found sometimes much someday eye heart ever always remember wake sure yeah ask fly moment free movin thee nothing oh mean day please right believe funny tomorrow night thing took life lookin go connection might adore arm gently beat hard promise"
"Eagles_Take The Devil","blind god patiently could love closer open many waiting show away holding far never let cold find behind wind year eye outside roam tried place soul feeling mind lead tempting help oh restless runaway take devil prays get go one revealed hard man"
"Westlife_Hit You With The Real Thing","hot hit line great head hand stimulating bring stop keep bass foundation come enough temperature via boat low electro paradise amount trebble power way like rock real na chorus surrounding let system mystery degree erotic find got stereo vains trip creeping left sure hold rush wan need infinity almost moderate levitate insane feel rocking ecstasy taste till high right take thing hypnotic felt adrenaline gon overload show"
"Celine Dion_Amazing Grace","hope lost blind endures god thus grace joy celine come mortal shall peace portion many appear safe saved praise posse like long wretch far vale brought see home flesh shining danger secures fail le fear found sweet sound sun year sing begun heart within ten taught cease hour toil snare lead bright lord relieved shield first good coor thousand day amazing word believed life promised precious already"
"Lady Gaga_Brown Eyes","hit last lost wrong could went fix knew silly walked know everything wonder low turn older away baby time never trick watch honey got face soft eye cause say play record song goodbye new old yeah stay feeling grab girl guess surprise get go brown show"
"Rihanna_Skin","catch em mood wrong teasin ai secret set worry stop touch know tv ya enough sh ooh come hearin moaning turn blast goin half way loving clothes standing ta clash long like baby next want na feelin see floor breathing beast got softer skin liking neck say rough skirt hold drop wan boy almost feel put throw body amma oh huh tell control back shirt strip take meet screaming deep go already nothing jean heel waited show"
"Rihanna_Golden Girl","playin room service youve hand shit nurse bit hah love ya come know grip start doctor way show proper like shine time want even ring twice chorus together anger see na every got think none golden given play place ever aint struck hip coz boy break good yo freeze give cover girl doorbell please dime lying take tryna thing along cuff get go parta gon test chick man"
"Celine Dion_In Some Small Way","could love maybe unlocks keep changing little around everything know vast cherish blue way standing away carried like chorus let destiny live middle find inside leaf every whisper float heart say stream within sky sure sea small breathe need difference look moment tree ordinary key may oh give hear day longing make meet night deep get go lie"
"Westlife_beautiful tonight","saying cloud great could love alone tonight know whoa cry alive beat seen standing away light never mine let see well tear shining lift breath today face came dreaming eye heart wish ever always hold yeah beautiful wake stay pretender moment feel end thought oh tell hear high back looked higher word right flying forever took life felt beginning waited"
"Justin Bieber_Only Thing I Ever Get For Christmas","merry true saying wanted wishing know everything come single morning waiting wished like someone list baby everybody gift holiday see find rushing kiss heart say wish underneath ever yeah mistletoe need tree mean girl hear make item meet thing christmas get one"
"Westlife_The Way You Look Tonight","foolish tearing tenderness love world touch tonight keep low apart way arrange grows glow wrinkle never charm cold change warm mm nose smile fear yes soft heart ever look feel thinking day please laugh word lovely awfully breathless nothing cheek"
"Lady Gaga_The Heart Interlude","lady future monster like ate whole want pop see efficient downed digital yes huhh york city coming heart gaga revolution new beautiful music mmmmore need house look feel empty free fashion dance name oh give gulp hear believe popculture noo thing took feed fame technology deserve candy one"
"Taylor Swift_Everything Has Changed","door kind said lost green hope knew grace tonight know everything open come morning blue seen making stood butterfly highest like held time want mine flight let ago since freckle hello home smile something yesterday stomach found face painted tall coming eye new beautiful missed hour feeling mind dust changed look feel name simple tell taking pouring day back wall take meet woke rain better"
"Lady Gaga_The Fame","endless kind bottle shame hot cadillacs picture doin tonight care champagne dream photograph ta decide position hollywood light like baby liquor na glamor chorus shoot time live see something got pornographic yes runway fortune city cause plastic odd film yeah typical wan famous movie mind ask else blond body addicted retro television rich material give taste girl happen make opposed life model obsessively fame help joke gon teenage"
"Lady Gaga_Red And Blue","line kind burn gone wrong admit gun spade cigarette love could head forget recommend tonight know everything though dream turn blue groove headset two like shoot na want mute ring mine stand cold see cut even never inside great think got physical skin must red bang friend heart new yeah diamond old wan jean forgive feel ripped good school clearly hear make night guess deep one wait man"
"Coldplay_Lovers In Japan","wrong head maybe keeping keep tonight come gon morning lover like soldier race na even osaka see got sometimes sun dreaming ohh run doubt feel road day right runner turning get one"
"Justin Bieber_Never Say Never","sour luke world best everything enough strength two never handle shove walk pun across heart return run yeah point attack lil fast free strong right stronger go arm burn star aye ta whenever intended climb thrill yes chill fire till back take conquered raised turnin could aight hand ai bit goliath blood older tower knock giant got say land fliest moon hold ice reach feel make forever guess fight gon bro gone trying little come power gotcha pick fourth highest like push na longer let see destiny force song bigger stay sea david kobe thought taller oh give higher born try ground water"
"Coldplay_Bigger Stronger","car touch choke air drive want change second le think oxygen bigger atmosphere attitude settle need button anywhere take stronger around go nothing faster better"
"Lady Gaga_Words","shadow gone bring know star way happily succeed away win someone far whenever beyond never let regret change brick today sound made grow say yeah breathe reign another afraid consequence belief give back right believe word take break one hard promise"
"Coldplay_Viva La Vida","reason mirror head minute world know blew salt puppet silver want never choir sing eye crowd hear wall believe king go rise sleep wicked roll would field morning dice jerusalem bell chorus explain revolutionary fear listen plate enemy ever discovered dead call drum name ruled ringing one cavalry could calvary shattered peter held sword pillar window wind sand lonely old honest feel shield rule saint become roman upon wait gave door alone used long next stand singing sweep let live string missionary sound closed sea wild people castle street key oh word foreign"
"Westlife_Don't Calm The Storm","door said wrong love knew keep alone know open way away heam baby time stayed chorus want u cold walk eye heart say ever always hold stay need put afraid walking pain ease oh girl hear right make leave hurt believed thing belonged calm"
"Taylor Swift_Storty Of Us","saw crowded love spark know best many way never u since think silence yeah story losing look end spot wall break might chapter twist room would tragedy broke side miscommunications clothes standing starting pride speaking even dying fate le avoid soon wish scared battle pretending page seat instantly quite simple day loud one act miss heard hand care fall held flew looking lot say lead thing nothing nervously fight lay trying knew alone used rather like next busy see met searching killing place pulling mind going ending lucky people liked empty lately oh tell complication armor contest better"
"Michael Jackson_Lonely Teardrops","dry burn gone pillow come know cryin cry away teardrop romance baby chance never home heart return say lonely yeah everyday another give tell right nothin"
"Celine Dion_Lolita","doigts homme si tu rendre feu s jamais love une il vie desir ver moi donner r que ta vivre avec pa nuits ignores jeune attendre regrette nuit son viens toi dire caresser bout rendes encore le ne toute dans donne fou mois au fond je vore ce noir faute se pas lolita qu pour mais premi suis veut e pourrais prendre seule toutes trop un te de dort quand qui faut chambre pond jours aimer corp veux dis autre fous"
"Rihanna_Leaving Tonight","line sleep said true wrong head would could love knew tonight alone know everything around cry fall waiting away like chance time want everyone explain see leaving got sound came dim walk heart say wanting difficult left righteous walking thought pray fell day back right leave grew stronger thing finding get go wait"
"Rihanna_James Joint","scene miss weed breaking love know come care verse fuck hook rather making like smoking whenever want busy see live police kiss cause say breathe everytime history rule thing kissing get"
"Rihanna_Crazy Little Thing Called Love","reason love world healing crazy whoa best know opened written way close two want since eye heart yeah understand look called girl beating disguise introduce supposed butterfly ho real whole time chorus missing explain drum wan name body amazing deny take catching one show replay ooh boo butter fall baby yea got friend say pon boy changed put thinking tingle de stutter make thing little come hey number loving wear like stand na let meaning met every face jamaica dj song bajun feeling going rihanna mean tell hide try"
"Michael Jackson_Another Day","planet hope sleep wrong could love walked keep star away taken far beyond warm find storm searching fire strong pray make take night forever life get one"
"Linkin Park_Petrified","shit robert keeping know steady track tough everybody u levy bike yeah attack yo rockin knowing puffed lookin quit friction would bring balance stop ya slow dancing aside building riding quick inside listen must plant wish drop wan name day ready back panic show could doin petrified care though machine hole phony got brand stare heavy lonely crack boy fact mike repeat night really thing get step homie scene come child like na stand talk let reapeat shop new feeling addiction movin good fooling give mean co beat"
"Coldplay_X Marks The Spot","lost hand love treasure know come gon peace prize ride ship masterpiece ba race na superhero wherever x find inside got stare eye heart boom sky mark feeling wan darkness reach fly put spot rocket unlocked innocent make along life defeat finding doom sinner alright"
"Rihanna_Break It Off","fuh macchugga car love sexyness keep tonight sen know top way want sweat givin booty u yuh cuh sing gi yeah run gan holla dance spot yo follow girl right kite dun bawl nile waste break go ha cruise yoga bring peezy struggle reel set side ya sho yagga affection making hopin ba real oo paul time sean sile tight call doubt move wan sp chill ting penelope body wit high back bounce whan take anytime blaze definitely cuz instantaneous miss great height admittin wat file meh energy ri scout roughest baby dere trait yea got l makin direction shorty pon say plow dem e reach gah fly boy woman feel uh pain de huh stressy gyal shoulda make fi q really get gon fine hot breaking come hey child start setting ay wha wine hall long like shout push na let feelin see ah x tall cause boom new feeling mind da rihanna wild dutty immediate good pedigree give naughty fell style try rain man"
"Justin Bieber_Shawty Let's Go","many shawty roll oh vibe part taking even know thing slow felling let go cuz already killin lie"
"Westlife_Walk Away","true miss would could love touch world little around promise enough start older way get away greatest someone baby time want never cure fool save whole colored see behind found friend much came walk kiss cause heart ever always sky understand yeah stay rush going ask changed look matter oh give tell day turned forever life dark swearing go one waited man"
